scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
36,s,78,Pedestrian,,group_passes_single_crosswalk;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;31;62;65;68;69;71;74;77;114;116;118;153;154;155;164,96,155
37,s,78,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;74;77;114;116;118;153;154;155;164,155,186.352833
38,x,114,Pedestrian,,-,23;31;62;65;68;69;71;74;77;78;116;118,107.107,116.282833
39,s,116,Pedestrian,,group_no_interaction_walkway,23;31;62;65;68;69;71;74;77;78;114;118;153;154;155;164,109.275833,138
40,s,116,Pedestrian,,group_passes_single_crosswalk;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;31;62;65;68;69;71;74;77;78;114;118;153;154;155;164,138,157
41,s,116,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;74;77;78;114;118;153;154;155;164,157,184.017167
42,s,118,Pedestrian,,group_no_interaction_walkway,23;31;62;65;68;69;71;74;77;78;114;116;153;154;155;164;188,110.11,138
43,s,118,Pedestrian,,group_passes_single_crosswalk;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;31;62;65;68;69;71;74;77;78;114;116;153;154;155;164;188,138,162
44,s,118,Pedestrian,,single_overtakes_single_crosswalk;overtake_on_left,23;31;62;65;68;69;71;74;77;78;114;116;153;154;155;164;188,162,189
45,s,118,Pedestrian,,single_no_interaction_crosswalk,23;31;62;65;68;69;71;74;77;78;114;116;153;154;155;164;188,189,194
46,s,118,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;74;77;78;114;116;153;154;155;164;188,194,213.546667
47,s,153,Pedestrian,,group_no_interaction_walkway,23;65;74;77;78;116;118;154;155;164;188;250;257;258;259;266,152.152,165
48,s,153,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;154;155;164;188;250;257;258;259;266,165,198
49,s,153,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;154;155;164;188;250;257;258;259;266,198,252
50,s,153,Pedestrian,,group_no_interaction_crosswalk;minor_cut_entrance_corner,23;65;74;77;78;116;118;154;155;164;188;250;257;258;259;266,252,261
51,s,153,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_left;group_passes_group_walkway;pass_oncoming_on_left,23;65;74;77;78;116;118;154;155;164;188;250;257;258;259;266,261,287.120167
52,s,154,Pedestrian,,group_no_interaction_walkway,23;65;74;77;78;116;118;153;155;164;188;250;257;258;259;266,152.152,165
53,s,154,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;153;155;164;188;250;257;258;259;266,165,198
54,s,154,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;153;155;164;188;250;257;258;259;266,198,252
55,s,154,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;153;155;164;188;250;257;258;259;266,252,261
56,s,154,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_right;single_passes_group_walkway;pass_oncoming_on_right,23;65;74;77;78;116;118;153;155;164;188;250;257;258;259;266,261,290.123167
57,s,155,Pedestrian,,group_no_interaction_walkway,23;65;74;77;78;116;118;153;154;164;188;250;257;258;259;266,152.986167,165
58,s,155,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;153;154;164;188;250;257;258;259;266,165,198
59,s,155,Pedestrian,,group_no_interaction_crosswalk,23;65;74;77;78;116;118;153;154;164;188;250;257;258;259;266,198,252
60,s,155,Pedestrian,,group_no_interaction_crosswalk;minor_cut_exit_corner,23;65;74;77;78;116;118;153;154;164;188;250;257;258;259;266,252,261
61,s,155,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_left;group_passes_group_walkway;pass_oncoming_on_left,23;65;74;77;78;116;118;153;154;164;188;250;257;258;259;266,261,287.620667
62,x,164,Pedestrian,,-,23;74;77;78;116;118;153;154;155,158.992167,163.6635
63,s,188,Pedestrian,,single_no_interaction_walkway,23;118;153;154;155;250;257;258;259,188.188,223
64,s,188,Pedestrian,,single_no_interaction_crosswalk;vehicle_turns_right_in_front_of_crossing_pedestrian_not_over_halfway;cross_in_front_of_yielding_left-turning_vehicle;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;118;153;154;155;250;257;258;259,223,245
65,s,188,Pedestrian,,single_no_interaction_walkway,23;118;153;154;155;250;257;258;259,245,274.274
66,s,250,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_right;single_passes_group_walkway;pass_oncoming_on_left,153;154;155;188;257;258;259;266,263.263,291.124167
67,s,257,Pedestrian,,single_no_interaction_walkway,153;154;155;188;250;258;259;266,269.269,281
68,s,258,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_right;group_passes_group_walkway;pass_oncoming_on_left,153;154;155;188;250;257;259;266,270.7705,291.124167
69,s,259,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_right;group_passes_group_walkway;pass_oncoming_on_left,153;154;155;188;250;257;258;266,270.7705,291.124167
70,s,266,Pedestrian,,single_no_interaction_walkway,153;154;155;250;257;258;259,277.944333,291.124167
