scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
26,s,79,Pedestrian,,single_no_interaction_walkway,26;28;40;41;61;90;93;94;107;114;141;149;150,128,151.317833
27,s,90,Pedestrian,,single_no_interaction_walkway,26;28;40;41;61;79;93;94;107;114;141;149;150,55.055,72
28,s,90,Pedestrian,,single_passes_group_crosswalk;pass_oncoming_on_left;minor_cut_entrance_corner;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,26;28;40;41;61;79;93;94;107;114;141;149;150,72,95
29,s,90,Pedestrian,,group_no_interaction_crosswalk,26;28;40;41;61;79;93;94;107;114;141;149;150,95,119
30,s,90,Pedestrian,,single_no_interaction_crosswalk;minor_cut_exit_corner,26;28;40;41;61;79;93;94;107;114;141;149;150,119,128
31,s,90,Pedestrian,,single_no_interaction_walkway,26;28;40;41;61;79;93;94;107;114;141;149;150,128,156.489667
32,x,93,Pedestrian,,-,26;28;40;41;61;79;90;94;107,58.892167,68.902167
33,x,94,Pedestrian,,-,26;28;40;41;61;79;90;93;107,59.392667,69.235833
34,x,107,Pedestrian,,-,26;28;40;41;61;79;90;93;94;114,67.233833,72.906167
35,s,114,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_left,26;28;40;41;61;79;90;107;141;149;150,70.07,105
36,s,114,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,26;28;40;41;61;79;90;107;141;149;150,105,160.326833
37,x,141,Pedestrian,,-,26;28;40;41;79;90;114,101.768333,114.6145
38,s,149,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;minor_cut_exit_corner,40;41;79;90;114;150;239;254;258;262;269;270;289;308,114.948167,227
39,s,149,Pedestrian,,group_no_interaction_walkway,40;41;79;90;114;150;239;254;258;262;269;270;289;308,227,257.924333
40,s,150,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;minor_cut_exit_corner,40;41;79;90;114;149;239;254;258;262;269;270;289;308,114.948167,227
41,s,150,Pedestrian,,group_no_interaction_walkway,40;41;79;90;114;149;239;254;258;262;269;270;289;308,227,258.925333
42,s,239,Pedestrian,,single_no_interaction_walkway,149;150;254;258;262;269;270;289;308,176.843333,202
43,s,239,Pedestrian,,single_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_unsignalized_crosswalk;minor_cut_exit_corner,149;150;254;258;262;269;270;289;308,202,208
44,s,239,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left,149;150;254;258;262;269;270;289;308,208,222
45,s,239,Pedestrian,,single_no_interaction_crosswalk,149;150;254;258;262;269;270;289;308,222,227
46,s,239,Pedestrian,,single_no_interaction_walkway,149;150;254;258;262;269;270;289;308,227,243.7435
47,x,254,Pedestrian,,-,149;150;239;258;262;269;270,185.018167,213.046167
48,x,258,Pedestrian,,-,149;150;239;254;262,188.021167,197.197
49,s,262,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left,149;150;239;254;258;269;270;289,194.194,211
50,s,262,Pedestrian,,single_no_interaction_crosswalk,149;150;239;254;258;269;270;289,211,217
51,s,262,Pedestrian,,single_no_interaction_walkway,149;150;239;254;258;269;270;289,217,226.226
52,x,269,Pedestrian,,-,149;150;239;254;262;270,204.7045,207.373833
53,s,270,Pedestrian,,single_no_interaction_walkway,149;150;239;254;262;269;289;308;338;340;349,206.539667,290.7905
54,x,289,Pedestrian,,-,149;150;239;262;270,222.889333,231.898333
55,s,308,Pedestrian,,single_no_interaction_walkway,149;150;239;270;338;340,234.567667,268.601667
56,x,338,Pedestrian,,-,270;308;340;349,267.267,285.451833
57,x,340,Pedestrian,,-,270;308;338;349,267.267,284.117167
58,x,349,Pedestrian,,-,270;338;340,271.7715,290.7905
